recid,givenname,surname,suburb,pc
4460483,michael,ip,wiley park,2195
4722637,vanessa,brunner,wodonga,3690
4591575,beatrice,sobey,torquay,3228
6688730,jasintha,goodfellow,croydon park,5008
2756579,sandra,erciyas,morley,6062
790503,diane,fung,vermont,3133
2756596,peter,beeson,st lucia,4067
3280893,paul,nguyen,mays hill,2145
4460568,laurel,robinson,camberwell,3124
5115930,marina,forknall,bowral,2576
3936286,beverley,gold,brighton,3186
6164512,lynden,poiesz,emerald,3782
266282,karen,allard,woodville south,5011
135218,bernice,walker,randwick,2031
921657,brenda,sultana,pendle hill,2145
6557754,lynnette,tomkins,tongala,3621
2494540,gary,whiting,colac,3250
4984920,sonya,thomas,campsie,2194
5640281,melissa,humphreys,cardiff,2285
4067419,thomas,rose,new lambton heights,2305
921697,daphne,lee,echuca,3564
2756707,patricia,wood,curtin,2605
1839205,william,roberts,salisbury heights,5109
4067449,julie,kelly,seaspray,3851
3018879,maree,mezzino,port pirie,5540
4260546,belinda,mingo,carnarvon,6701
4853912,natalina,maccallum,wentworth falls,2782
4591772,peter,clarke,wynn vale,5127
3018911,margaret,bosnjak,st albans,3021
5902502,giovanni,curven,willagee,6156
6488775,elizabeth,qin,canterbury,2193
4460717,alexander,gourley,mount helen,3350
921779,andrew,beger,vale park,5081
5640374,lorna,diamond,kalamunda,6076
6426811,marilyn,woods,colonel light gardens,5041
266431,louise,donne,west lakes,5021
2625729,kevin,berginetti,royal park,5014
2010486,travis,moore,williamstown,3016
3412172,james,mckay,south lake,6164
5902541,trevor,robinson,chermside west,4032
1639117,vicki,bebbington,hodgson vale,4352
743459,sarah,spouse,melbourne,3000
1315036,patricia,symons,dandenong,3175
2625758,barbara,morten,warradale,5046
4460767,derek,mogg,merewether,2291
4985057,georgina,kidd,maryborough,4650
1183971,lisa,jones,concord,2137
659694,garry,ormsby,rochester,3561
5658664,carlo,zikou,lower templestowe,3107
1839347,glen,lidgerwood,burwood east,3151
2887933,karen,pengilly,edwardstown,5039
3412233,eryl,habel,griffith,2680
3936527,ron,vatavalis,torrens,2607
4067601,paul,lawrence,hawthorn east,3123
1052949,nicholas,taylor,kardinya,6163
135457,jean,quinton,eschol park,2558
6913546,james,griggs,battery point,7004
921892,hanne,handsworth,mount waverley,3149
5247269,marion,ogorman,ingleburn,2565
6557996,joyce,hite,park avenue,4701
2756909,kevin,ariens,tannum sands,4680
4198719,maria,bell,singleton,2330
6295874,peter,hocking,lockleys,5032
528711,stephen,burmester,aranda,2614
4985166,marie,papousek,melrose park,5039
5509455,anh,starkey,rooty hill,2766
135507,charles,mclean,goolwa,5214
4198742,elizabeth,kuhne,rand,2642
1289615,heather,gall,allora,4362
4985202,heather,morris,sunshine beach,4567
6558067,peter,cahill,chadstone,3148
921975,maureen,burke,gilles plains,5086
4985209,vanessa,glasby,toowoomba,4350
1053050,richard,kreis,cannon hill,4170
3936638,robert,flocchini-beggs,bonogin,4213
3019147,shirley,mcgovern,captains flat,2623
1184140,rusyshin,basile,mill park,3082
6295955,terry,webber,lockleys,5032
4067735,raymond,hateley,frankston,3199
22596,saradha,austin,yamanto,4305
6427036,venn,pizzowato,hammondville,2170
135586,dianne,crouch,stawell,3380
3150248,kevin,alizzi,broadbeach,4218
922031,gregory,spackman,altona,3018
5116341,steven,fallico,green hills,2323
1053112,peter,ritchie,pakenham,3810
4985273,lachlan,lin,thornbury,3071
1184191,wayne,broomhall,wembley downs,6019
1053129,susan,coffey,newmarket,4051
5549474,gregory,mihelcic,hoppers crossing,3029
5771736,donna,wynyard,kensington,2033
5771739,philip,kruger,kilcoy,4515
6558174,yasmine,roberts,robe,5276
5331024,sui,ashman,eaglehawk,3556
4461026,geoffrey,woodside,geraldton,6530
5509612,laurette,sheedy,tamworth,2340
3674609,hong,ross,shepparton,3630
922098,yann,deak,berala,2141
3019251,cheng,godfrey,tynong,3813
4985350,john,schlein,aitkenvale,4814
5247495,olivia,guest,berwick,3806
6820364,paul,clark,north haven,2443
659982,mary,piiroinen,stirling,2611
6165027,gary,holbrook,carindale,4152
4430143,mary,welsh,essendon,3040
6165043,helen,aitchison,lunawanna,7150
4854324,grace,codognotto,st albans,3021
5640762,san,edmunds,pennington,5013
6689343,marilyn,burke,deniliquin,2710
1577551,damien,palmer,morwell,3840
4330074,donna,holland,mornington,3931
2757220,julianne,james,glenelg north,5045
5247589,roman,slifka,north melbourne,3051
5247593,christine,warner,waterloo corner,5110
6034034,brian,birrell,apollo bay,3233
3543670,stephen,zunker,sharon,4670
1315450,kylie,marks,blacks beach,4740
6427269,thi,taylor,tyers,3844
4749,michelle,alterio,sylvania,2224
5902994,david,heyer,clovelly park,5042
1053333,andre,clarke,bentleigh,3204
2364055,kaye,lucas,ferntree gully,3156
1708698,beatrice,blackburn,macgregor,4109
397980,judith,ellis,edmonton,4869
5771948,narelle,russell,caringbah,2229
5378733,jan,newman,wamoon,2705
5509820,belinda,clark,west wallsend,2286
3150527,catherine,nicolia,lalor,3075
398019,colleen,goldsworthy,hampton park,3976
4330182,say,takchi,baulkham hills,2153
135882,kirsten,whitewood,cairns,4870
5509838,leith,love,carrum,3197
5247698,ha,carsburg,myocum,2481
4592342,john,johnson,quakers hill,2763
1988729,beryl,grinham,epping,2121
1315552,michael,seivl,toowoomba,4350
5903076,frances,gumina,thomson,3219
529134,martin,katsoulas,prospect,5082
6034164,grant,rizzoli,werribee,3030
4461314,paul,blanksby,clifton hill,3068
4723464,paul,lee,montmorency,3094
1708810,vivian,tudor,rye,3941
4068109,casey,ruby,carnarvon,6701
6427406,shirley,weatherill,mcdowall,4053
5116688,lionel,lemon,cornubia,4130
135956,anne,davis,walcha,2354
4461335,david,kennedy,bass hill,2197
6165275,katherine,mcnicol,warwick,4370
1184542,deborah,van dijk,palmerston,2913
660266,neil,ferrazzano,bexley,2207
2233136,barry,monsall,roselands,2196
1446708,desmond,ron,pimlico,4812
398134,mark,murphy,bairnsdale,3875
1708868,dean,cargill,wantirna south,3152
6558533,susanne,gibbins,east brisbane,4169
4854599,joan,hope,woodgate,4660
4723530,linda,daniel,glenvale,4350
660303,judith,cadle,yellingbo,3139
2888528,veliko,ifi,inala,4077
5903187,june,robinson,hurstbridge,3099
5772118,glenn,sage,glenalta,5052
3150681,terence,romano,spearwood,6163
791401,belinda,brown,quilpie,4480
529267,patrick,dhiruvengadam,prospect,5082
3543926,wilhelmine,hepher,bayldon,2452
6820729,diane,adams,dianella,6059
6034306,gerard,hannan,black rock,3193
6689667,steven,reilly,greenwell point,2540
262978,gerard,dunne,fernmount,2454
1577875,thelma,harris,hamilton hill,6163
5378964,roland,kleftogiannis,altona meadows,3028
136090,keryn,mcmullen,blackmans bay,7052
3806111,scott,bodrozic,fadden,2904
5116832,wah,dimitropoulos,campsie,2194
2364321,josephine,burns,noarlunga downs,5168
6427556,ian,harmsworth,wondai,4606
2949958,catherine,chambers,kilsyth,3137
4330411,hinalei,mitchell,sandringham,3191
4199340,joan,helsham,upwey,3158
1446834,doreen,hanley,charnwood,2615
136115,bernadette,mollenhauer,highton,3216
529332,owen,green,rathmines,2283
6558649,carmel,sardelis,carlisle,6101
3150789,anthony,maroney,coburg,3058
2971809,donald,brunini,longford,7301
6689736,gisella,miller,o'connor,2602
2626505,lori,robinson,norman gardens,4701
6165456,cheryl,price,elliott heads,4670
2364377,meryl,dick,ulverstone,7315
5510109,norma,jansen,terrigal,2260
529379,kat,green,golden square,3555
1053678,oi,shores,jamisontown,2750
1315832,ilona,zeng,box hill north,3129
2626553,rondelle,eckel,bondi,2026
791549,vann,susilawadi,kingsford,2032
529406,jennifer,coffey,port fairy,3284
922625,peter,khera,rowville,3178
5355437,jeannette,molan,moonee ponds,3039
5510168,thi,orr,buderim,4556
699909,sandra,johnston,toorbul,4510
529442,richard,purves,laverton,3028
5510185,dawn,cater,holland park,4121
6165548,jeffrey,kendall,kirwan,4817
6165551,janice,symes,leeton,2705
5248048,yong,brown,crows nest,4355
5772346,karen,nugent,lugarno,2210
2102336,patricia,hazelwood,glenorchy,7010
4068419,ron,byrne,singleton,6175
3019844,susan,mac indoe,fisher,2611
1446987,georgena,pidgeon,camp hill,4152
4985932,ross,boers,mulgrave east,3170
398424,patricia,whitbread,wilberforce,2756
1840217,donald,ottoson,beachport,5280
1224207,suzanne,brown,mona vale,2103
2102378,kenneth,cresp,leederville,6007
6165611,neville,anders,freeling,5372
1315951,lorna,magstorovic,alderley,4051
267380,mark,dana,croydon hills,3136
529525,robert,andrews,cluden,4811
1971326,graham,chemuel,smithfield,2164
2233477,mira,hardwick,moonah,7009
3282056,brendan,hunter,malvern,3144
4854924,june,fagan,dandenong,3175
3151013,kevin,scotchford,carindale,4152
4986023,gregory,martin,lawson,2783
4068524,lily,ramke,whyalla jenkins,5609
1840318,sycje,nicholson,bowna,2644
267459,carole,munro,garran,2605
2102468,michael,shaw,newborough,3825
1770358,terrence,korkidas,brighton-le-sands,2216
3019976,lydia,matthews,north rockhampton,4701
3933047,luisa,forster,kalamunda,6076
5641423,suet,kim,auburn,2144
1053907,joseph,daly,worrigee,2540
6558932,maxine,davidson,werribee,3030
6427864,rosalind,fleming,minto heights,2566
3019998,john,koppen,booval,4304
2888935,susan,hall,helensburgh,2508
4391804,lesley,hokin,rydalmere,2116
6034667,li,killick,tomakin,2537
5360,elizabeth,connell,earlwood,2206
1840376,veronica,puddy,frankston,3199
934186,franco,oram,seaholme,3018
2626817,graham,cole,west lakes shore,5020
3151110,joy,maza,karama,0812
5641479,lucina,leishman,landsdale,6065
791816,john,brown,stonor,7119
6165771,stefan,clothier,bayswater,6053
1053974,helen,ching,hamilton,3300
5117208,raymond,dunn,pakenham,3810
5117217,sonia,bandiera,thornbury,3071
5510451,michael,avery,mudgeeraba,4213
5248317,ronald,downie,taree,2430
1316160,valmai,guthrie,goulburn,2580
4068678,peter,george,carey park,6230
6690120,deborah,streat,charters towers,4820
2010679,helen,trebilcock,camberwell,3124
6427983,justin,spong,lindisfarne,7015
5456,geoffrey,noack,spearwood,6163
2889043,elizabeth,o'brien,box hill,3128
1027642,sharon,erickson,noosaville,4566
3544424,hiedi,stack,boorowa,2586
5641579,elizabeth,petherbridge,turramurra,2074
660846,vojko,ure,chippendale,2008
6559093,luba,choo,penshurst,2222
3875877,robin,roeger,torrens park,5062
5248389,hamdy,mcguire,gymea bay,2227
3413384,diane,williamson,bungonia,2580
4199817,peter,mckinnon,mount isa,4825
2758031,adrian,luke,hamilton,3300
267667,zowie,huang,macgregor,4109
4724130,kortlee,pollard,san remo,3925
3544496,jane,muggleton,mount gambier,5290
136634,deborah,bowman,fitzroy,5082
6690236,craig,caldwell,bondi,2026
437834,debra,georgiou,clayton,3168
3413439,patrick,papuga,clayton,3168
5903809,michael,johnson,marrickville,2204
5641675,paul,stratton,newport,3015
398801,greig,doescher,forbes,2871
792026,mohan,mclean,west launceston,7250
4724197,dawn,bulloch,urangan,4655
6559208,christine,fahey,muswellbrook,2333
4068842,katarina,scarborough,glenbrook,2773
529900,elizabeth,lockyer,coombabah,4216
5616,brian,nunez,hillsdale,2036
6690290,nicholas,catterall,melville,6156
1316345,josef,nicholson,clear island waters,4226
3544576,john,warren-smith,narre warren south,3805
923139,maureen,cooper,mount barker,5251
3937812,lyndon,neil,magra,7140
1185307,virginia,azoulay,coogee,2034
5553417,duncan,tran,brunswick west,3055
2233891,anthony,mitchell,holt,2615
6751153,pasquale,marian,noosa valley,4567
3675689,michael,boon,taylors beach,4850
5772842,dorothy,ramsden,katoomba,2780
5641771,david,millar,salisbury,5108
6034989,peter,bull,annandale,4814
5641794,fai,cornish,goodwood,5034
4593219,bruce,murray,warrnambool,3280
4331085,barbara,mcintyre,essendon,3040
2496089,vailima,graf,ballajura,6066
6690398,russell,edgar,narre warren,3805
3282527,paula,tsui,marsfield,2122
6821479,charles,thompson,yorketown,5576
6559336,david,fox,alexandra hills,4161
5117545,gail,vandepeer,belair,5052
3212222,eric,fleming,blackburn,3130
2365046,ming,de vries,pallara,4110
5117559,carla,fletcher,beaumaris,3193
5117560,jeffrey,boland,cobar,2835
6428292,jeanne,golotta,narre warren south,3805
3020421,chunghee,allan,duncraig,6023
5772942,valma,mete,clayton,3168
530064,stephen,carey,buff point,2262
2889363,susan,bone,middle park,3206
3675800,robyn,clarke,golden beach,4551
6559387,agnes,bristow,payneham,5070
3806878,eva,mui,melbourne,3000
1578667,matthew,anderson,kalgoorlie,6430
4724400,james,talbot,brighton,4017
2627263,geoff,shaw,dernancourt,5075
2889409,carol,goble,ridgehaven,5097
5832,bozenna,maynell,fisherman bay,5522
2496206,anastasia,sherwood,granite,4380
1508301,peter,wheatley,bellevue hill,2023
3020503,tina,babel,spearwood,6163
5248737,philip,bagley,mackay north,4740
4986596,anne,crebbin,maldon,3463
5641970,raquel,forbes,nundah,4012
661235,peter,timms,railway estate,4810
1447678,andrew,bradford,mount eliza,3930
5897,luke,herviou,cudgee,3265
1185551,rosalie,blundell,harden,2587
3806992,tamara,dobinson,penrith,2750
5912,narelle,boakes,humpty doo,0836
3151642,maria,dinnes,thornlie,6108
2627374,margaret,gloede,parafield gardens,5107
3413809,christina,janssen,maryknoll,3812
1840959,glen,nayda,west beach,5024
792387,mary,stevenson,werribee,3030
3675979,anthony,ashby,hawthorn,3122
4069214,colleen,reich,canterbury,2193
1578861,petula,parker,penshurst,2222
530301,fay,harding,richmond,3121
1578881,craig,phillips,kirrawee,2232
3938179,anthony,barrett,sunshine beach,4567
3807115,ann,reyes,reservoir,3073
3938192,david,tinlin,west albury,2640
4462490,patricia,ho,st albans,3021
4462499,helen,halikas,mascot,2020
5248933,sharon,richards,mentone,3194
6559655,edith,birchall,north curl curl,2099
3938217,alex,wood,camperdown,2050
4069294,sonyaclaire,mann,collingwood,3066
1841089,catherine,brodie,risdon park,5540
6083,sandra,larkin,little mountain,4551
3807174,thelma,williamson,alexandra hills,4161
6559689,yong,heather,cronulla,2230
2496458,linda,wright,bardon,4065
6094,andrew,buckley,manunda,4870
6559700,kenneth,deagon,kurwongbah,4503
1447899,janet,lovric,penshurst,2222
3545053,joseph,morrison,denison,3858
2234337,kenneth,mcdowell,cronulla,2230
399342,david,collan,earlville,4870
792559,angela,krawczyk,dandenong north,3175
6166513,jenny,howlett,wyoming,2250
792564,constandinos,pugnale,hermit park,4812
3414013,william,olsen,gwandalan,2259
530430,tracie,chen,auburn,2144
1841154,grazia,grigg,bordertown,5268
792588,judith,milios,dianella,6059
896685,yee,bertrand,hampton park,3976
1972244,clare,roberts,mudgee,2850
3676191,teresa,johnson,wondecla,4872
4069415,ronald,byerley,parafield gardens,5107
4724778,lionel,rouland,carbrook,4130
4986928,lynnette,morey,shepparton east,3631
1049608,carol,baker,ruby,3953
3020852,reginald,tuiniua,altona,3018
6690872,john,motherway,kalgoorlie,6430
2889787,alenka,clarkson,helensvale,4210
4462658,william,sperou,rosslyn park,5072
3545163,peter,sandford,wynn vale,5127
4331600,rosemarie,della-vedova,hurstbridge,3099
1579099,valerie,milkovic,narre warren,3805
1710179,juilieann,bennett,anna bay,2316
4069485,tosca,huynh,maidstone,3012
2103418,paul,avery,avalon,2107
5380221,margaret,mackenzie,rozelle,2039
4855951,timothy,wight,kirribilli,2061
4331665,marcia,rabowsky,holland park,4121
2496660,neil,davey,jannali,2226
2365591,anthony,alchin,temora,2666
399517,suk,cox,merewether,2291
1579166,clayton,tickle,glen innes,2370
2054512,heather,de kretser,clayton,3168
6297778,jennifer,steele,abbotsford,2046
792757,elaine,risso,paddington,2021
661687,michael,kuma,paralowie,5108
3283132,epati,light,grenfell,2810
2889920,john,winmar,armadale,6112
6166721,teresa,stevenson,medlow bath,2780
5773506,graeme,enright,bundaberg,4670
792776,melita,sutherland,altona,3018
5773513,rhonda,flanders,bundaberg,4670
1054926,edward,hobbs,smithfield plains,5114
2889936,adam,haintz,manifold heights,3218
137427,brian,townsend,grange,4051
2889946,lysbeth,thomas,werribee,3030
4331740,kee,french,ascot park,5043
5380317,lindsay,martini,prahran,3181
3021026,doreen,selway,box hill north,3129
5773543,anne,steinbacher,canberra city,2601
3152104,catherine,whiteside,ballajura,6066
3676407,reginald,saxby,booval,4304
5511417,kerry,crabtree,launceston,7250
5249275,josephine,walter,smithton,7330
530684,cesarina,neish,coburg,3058
6559998,lee,parks,mount waverley,3149
5249281,frank,jha,north sydney,2060
137479,yin,shaw,grovedale,3216
530701,lidija,smith,currimundi,4551
2365714,karen,garnett,bowen,4805
6560022,anitra,karczub,east victoria park,6101
792856,michael,podlanbeniouk,bentleigh east,3165
5642531,steve,hambasyi,malak,0812
3545389,russell,harris,epping,3076
3676464,justin,payton,wingham,2429
923953,john,criddle,waikiki,6169
1186100,patricia,hogben,oaklands park,5046
923961,gaye,hayden,moranbah,4744
3976927,jin,isaacs,east cannington,6107
3414336,kathia,mroszkowski,newtown,3220
923972,craig,turnbull,sawtell,2452
6428997,glen,paardekooper,willunga,5172
2234697,philip,beechey,doubleview,6018
4856138,thomas,berry,east brisbane,4169
6035790,glen,zoghbi,parramatta,2150
6481,simon,rawlinson,riverview,2066
5904722,kiro,phillips,lithgow,2790
923987,kerry,hill,box hill,2765
1710424,susan,burch,karrinyup,6018
4200796,michelle,poliak,maroubra,2035
3212346,peter,gunston,mirrabooka,6061
1186144,elizabeth,clayworth,tiwi,0810
2496873,yon,arayne,parkville,3052
6035821,eileen,caldwell,spring gully,3550
1186159,ross,oder,mill park,3082
4725106,dimitrios,deeble,east melbourne,3002
1972596,edith,newman,frankston,3199
4462967,jan,boylan,condell park,2200
792960,ingrid,wilson,sebastopol,3356
2759042,myra,leonard,newstead,3462
3676559,jodi,glynn,broulee,2537
1841552,daniela,hewitt,flagstaff hill,5159
2234772,elizabeth,princi,stirling,6021
3676577,sharon,visentin,caboolture,4510
3142673,david,corio,bentleigh east,3165
1311814,kim,o'connor,henty,2658
4856240,ronald,cartledge,busselton,6280
4463027,paul,cunico,burleigh heads,4220
3021243,lam,moloney,double bay,2028
3152324,phuong,clark,apsley,3319
2365893,don,downes,kenmore,4069
5506125,robert,watt,pakenham,3810
6035925,joze,wimotou,corio,3214
2234849,bahram,barrett,elwood,3184
2759162,anne,dickfos,gympie,4570
5904892,helena,madge,cambewarra,2540
1579517,barry,sherburn,glenroy,3046
3807757,yvonne,boyd,spotswood,3015
793110,samantha,headford,ballina east,2478
2890271,josie,packham,coolah,2843
4200992,sandro,woolcock,nightcliff,0810
4987427,joanne,tournier,killarney vale,2261
2365989,sandra,joy,moonta bay,5558
3343454,fiona,tsoronis,murrumbeena,3163
3938873,tracy,cobb,angaston,5353
5380668,edward,brown,guyra,2365
4332096,dominique,ross,evandale,5069
399937,ian,prowse,wagga wagga,2650
