recid,givenname,surname,suburb,postcode
4050414,john,dixon,mitchlton,4053
2865281,allizon,ghazal,toongabbie,2146
96888,david,mcintvre,hamilton,3300
3643903,rutb,dods,petersham,2049
3958729,dorothy,miller,rowville,3l78
990246,kathryn,prixard,bucca,4670
808354,etel,o'malley,wyoming,2250
4419264,loreta,ckissane,slade point,4740
3076095,yulun,salazar,potts point,201|
4539873,carmit,anthonn,bondi junction,2022
756558,david,flanagan,east victori apark,6101
4217609,kathryn,muir,burwoof east,3151
6649667,nigel,li,kograh,2217
6159017,karl,birkandan,aubusn,2144
1269867,peteah,cooke,mount gambier,5290
2228339,martin,lepisto,belll>ird,2325
4569163,kimmaree,boson,lenah valley,7008
1547711,alice,hendley,ijnune,4454
2315251,michele,ezzy,warwick,4370
2670017,trudy,willey,twoowoomba,4350
4620778,ne9l,jones,shoalhaven heads,2535
832349,elcke,gosper,allora,4362
1364922,ddbra,hosken,eimeo,4740
5005374,yvonne,raisis,carindale,4158
1994058,ian,spinella,movnt isa,4825
491939,leigb,hall,berwick,3806
2426452,ruwani,lally,morningsrde,4170
168308,jian,humblev,regents park,2143
3230854,micbelle,korten,newman,6753
2328949,violet,wilsomn,moulamein,2733
247629,jariette,maddock,mukinbudin,6479
1039333,anthony,williams,gladztone,4680
5208563,dianne,milford,taringa,4o68
5858343,brendan,wilson,eltham,3065
4704996,andrew,mellon,greenvields,6210
4837510,phillip,menzies,teckowai,4741
527676,eiieen,brown,wyndham vale,3024
4652989,chistopher,turton,narraweena,2099
5246323,john,chippendall,hebersham,277o
2004327,gail,ferguson,neramg,4211
2689674,judith,wallace,mcdowall,40s3
4974008,rosa,wiljon,brunswick,3056
1191768,joanne,goough,currajong,4812
2299023,paul,gilchrist,eagleby,4257
5349277,nancy,niven,tingawpa,4173
6536505,jefdrey,irwin,ocean view,4521
4777046,grabam,henry,north hobart,7000
1242146,veronica,boase,birkkdale,4159
2240715,meylani,lynch,allaah,2218
2848018,margaret,simpson,scarbo4ough,6019
595591,patric'la,best,mcdowall,4053
1461818,raymond,morabito,harvey,62z0
4630725,silke,str0ud,caringbah,2229
3095548,henry,colliecr,queenscliff,2096
4026553,palu,torr,sunbury,3429
3169738,charles,wilke5,coolum beach,4573
1531869,rogyn,breen,drouin,3818
6140347,michael,furfaro,stirling,602l
5440090,leonie,pepper,whalah,2770
2781826,anita,wright,mount coton,4165
6731022,hayley,herhert,newmerella,3886
2976799,diane,godfrey,goulhurn,2580
175886,doorthy,jones,engadine,2233
1105709,brett,southern,sorrento,6000
743664,diaria,borcich,hoppers crossing,3029
5829793,chang,prior,telopea,2113
5430408,jin,hogan,kardinya,6113
5578185,saro,miller,carole park,4400
2546056,dafid,white,singleton,2330
4588514,klaus,gray,sefen hills,2147
2963458,qin,godmin,caringbah,2229
3493373,kylie,gould-anthony,mornvngside,4170
5662687,coli,luttrell,glenorchy,7010
3122558,maureen,quick,alfreton,3350
5950343,melissa,nevett,brighron,3186
3704530,br'lan,meredith,o'sullivan beach,5166
6267767,georgd,humphries,labrador,4215
5166636,burt,gerrard,edmonron,4869
6401613,ronald,gilcrist,roseville,2069
1727070,po,kilapathi,footscray,301|
4881403,stephtn,forbes,balmain,2041
2351894,wendy,bul,ashmore,4214
4316034,santra,ellard,booragoon,6154
2279236,peter,nielsen,balgowlah,2073
5688238,chris,malone,moorabbin,3182
1872684,fionha,wingrave,st leonards,3223
2061493,ellen,allen,windjor,3181
1499972,shareon,cole,nerang,4211
5474262,wai,fank,richmond,3121
515914,fiona,alan,warrandyte,3113
3759842,alaa,willis,mindarie,6030
1162199,jean,penfo,box hill north,3129
691482,kim,thomas,proserplne,4800
447853,desmond,grozdanovski,bankstown,2207
1578311,repecca,dinh,mount hawthorn,6016
156425,kwie,traill,yallambie,3o85
4376260,susan,cunningham,mount pleajant,6153
2720524,nigl,chua,newtown,2042
1920175,julie,williams,kenwick,6|07
2980618,angus,bnch,hunters hill,2110
1790233,suzanne,kildea,craigieburri,3064
4430168,xarleen,hookey,mansfield,3724
1583886,wilhelm,hort0n,brighton,3186
1262319,kevin,fung,eastwood,2122
4144356,julieanne,vukidevic,canley vale,2166
2660191,serema,martin,muchea,6501
4876270,kiujea,lahood,randwick,2033
6504026,zennifer,mitchell,wyoming,2250
4836849,natella,smith,bilela,4715
2421855,drevor,freeland,yarrawonga,3730
1464413,douglasj,tasevski,st albans,3021
3631122,oliver,mcdoriald,fairfield heights,2165
6215272,margaret,johnston,auchenflo2er,4066
5979674,deborah,brind,wagga wagga,2670
1840717,glenys,imbert,moorebank,217o
6882472,maey,gosis,vineyard,2765
3702975,roloyn,pool,nungurner,3909
3492710,charles,rose,kooma,2630
7191,suet,reynolds,calala,2310
5710624,oscar,coleman,brigton,3186
324727,gwenneth,njedac,buderim,4552
6503442,christopher,mclauchlan,ponnet bay,2226
5818841,vickv,halim,canley heights,2166
17599,roxlyn,cross,kununurra,6743
2640308,shirley,savrimoutoo,clayton south,316g
1835491,michwal,horvath,sydney,2000
2881895,arthur,shaoan,nol>le park,3174
2994799,elizabeth,veitxh,doncaster,3108
3838193,mabgaret,hayward,pascoe vale,3044
5412294,ro5e,clayton,kingsley,6026
4590241,harry,riger,eildon,3713
3742463,katina,puxman,victoria park,6100
6122534,kieran,sleeman,mooahoolbark,3138
156692,margacret,mcconnell,highfields,4352
3412499,odrey,lynch,dundowran,4655
5581961,lane,lawrence,helenstvale,4210
6057533,steven,wglker,spearwood,6163
2977097,kathleen,mclean,warragvl,3820
926620,mavis,heyward,lenah valley,7006
5948413,timothy,gillum,bluewlater,4818
3428650,cnah,quay,east lindfield,2070
5671474,jeariette,craig,medina,6167
1190710,fukumoto,clark,swansea,228|
5578211,meliss,jensen,mount warren park,4207
5509962,margaret,bugeja,raymond island,388o
792884,richard,stratton,cheltenham,31g2
3301926,juiie,sharf,strathmore,3041
4202779,ann,daviez,isle of capri,4217
543065,sandra,jame,lane cove,2066
1980523,stuart,reilly,mareel>a,4880
574810,jayantha,karie,kyabram,3620
648751,moreen,thomson,croydon,3136
4754585,lesley,mccaskie,kyabram,3520
2126816,kathryn,montcchio,albany creek,4037
5775245,graeme,cheng,kogarah,2z17
4875940,annette,brady,bermagui,2548
5825294,vladimir,hossain,redvern,2016
6454284,tracey,sulliban,mortdale,2223
2869537,colleen,evesron,ballina,2478
660536,renee,penny,mount eliza,3920
2684568,richard,nolan,soahrento,6020
5396614,voula,swal|ow,burnside,4560
6344793,vincent,biloett,burleigh waters,4220
2917009,robeaht,o'brien,rockhampton,4700
2601575,robert,bemecich,lower templestowe,3107
1488057,an,witting,mount gravatt,4122
1406300,hanz,figg,west end,4810
5136596,dennis,nash,pmount evelyn,3796
6473970,jenifer,cahyadi,marsfield,2122
3487477,josi,melrose,kerang,3579
1136580,toti,kinson,helensva1e,4210
6552343,dre,martin,mentone,3194
4373952,sandrs,koskiris,thomastown,3074
3669457,paul,fleming,collaroy,20g7
3859569,graeme,robaye,moulden,0836
4831723,amanda,wilkins,sandy bsy,7006
2957102,ian,smit,buninyong,3357
5358512,keval,ranavveera,dapto,2530
4497995,peer,tolley,meadow springs,6210
6775759,timothi,laws,new farm,4005
1575251,samantha,quinaln,meringandan,4352
1155896,lenore,asencio,croydon,2133
4768661,simon,wynter,holland paahk,4121
1070411,fushuin,estrelch,goonellabah,2480
316881,guojin,davidson,aldinga,5133
5532303,lawrence,pannlel,kingsley,6026
3972139,shu,richards,med:na,6167
30205,kate,bertfolf,clovelly park,5042
4918629,christnia,heathfield,gorokan,2263
3803574,roslyn,cowley,north ichmond,2754
2277425,kate,nguyen,greenbank,4224
335347,julie,carauna,drysdale,3222
3152734,catherine,ecclestone,bunbury 3ast,6230
2050345,peter,allan,clayton wouth,3169
449730,peter,pearce,pascoe vale,3004
283027,grabam,tubbs,tindal raaf,0853
3768914,alfred,grothen,the junction,229|
4945100,tbomas,fair,feluga,4854
2611405,hilton,kleemajn,flagstaff hill,5159
5896736,markaret,xodo,echuca,3564
4763928,kim,wilbo,port macquarie,2444
140917,elizabeth,lint,strathpine,4500
5674205,natasha,sydriey-smith,gnangara,6065
6658982,roger,schul2,lowood,4311
407233,walter,williams,purwood,3125
2938260,ztella,zheng,glenelg east,5045
5655949,joy,geha,blakehurst,22z1
5785866,darren,wheeler,dudly south,3995
657549,nancv,wadsworth,manly,2095
5784519,marlene,covich,woodjands,6018
2032755,david,holland,warwick,437o
5518570,ernest,chetwynd,maleny,455z
5214249,sally,mill,stafford hei9hts,4053
5035766,frederikk,pike,boyne island,4680
2194640,wendy,thomas,port macquarie,2447
6412471,marton,fitzpatr8ck,blackett,2770
578296,mark,ro5air,lesmurdie,6076
84690,sdepheny,holmes,richmond,5033
5995213,galina,smith,taylors lakes,3o38
2794061,mary,righn,thornleigh,2120
2947611,rozslia,frey,terranora,2486
956892,john,carmosy,tumby bay,5605
6096148,robin,jadv,seven hills,2147
6031908,helem,hoare,logan village,4207
6647183,lauris,grimblv,beaconsfield,6162
1709672,vick:,witherspoon,shoal bay,2315
289740,paul,thompson,penrit,2750
2825116,mark,grier5on,narrabeen,2101
3251751,sam,whitw,brighton,4017
2304106,sunetra,beecham,maribyrnonk,3032
1560134,michael,kendall,yatteyattab,2539
5752341,tania,taubman,turramurra,207q
2850143,wayn,howard,endeavour hills,3802
5752538,angela,tenaglia,thornleigh,212o
1751488,siok,kinnear,sunsbine beach,4567
1846550,johm,scarfe,halls head,6210
5129827,rita,step,lijarow,2250
4756825,edma,van driel,dalwallinu,6609
352179,catol,drechsler,sedgwick,3551
1690232,caroliwne,petzold,waverton,2060
5313841,linda,little,gosford weat,2250
5872525,louisa,jenkins,parkurst,4702
4707446,dorohhy,gelmi,kalamunda,6076
5394241,kathryn,tallon,emu plains,2710
820001,grant,peters,berwick,38o6
2498571,shane,tewake,kambalda,644z
693479,cyril,twedfle,lismore,3324
3396851,rayna,nomoa,badu island,487s
3359598,wendy,knaust,st marys,2760
3664055,francesca,crawford,balgolah,2093
6560796,pamela,schubert,medolw bath,2780
1307910,eva,puglya,morley,6062
4800312,lija,isherwood,surrey hills,3127
1014770,oi,ziere,wilson,6807
5463078,ki,hilleard,currimundi,4558
2368035,barbara,clark,mordiqlloc,3195
5276233,margaret,balding,oyster kove,7150
2057899,pamela,campornale,st morris,5068
2681246,andrmw,verheyen,tyabb,3913
4462774,donna,drajogevic,di why,2099
2961143,mui,shepherd,noravil1e,2263
483755,karen,mcintosh,baulkham hills,2154
6416837,phyllis,tait,sussex inlet,2547
1491281,belinda,iaria,croydon,3l36
2508961,minh,robinzon,north richmond,2754
5794161,christopher,harrison,ballan,33q2
5098353,marza,martin,duffy,2611
6479444,maxine,grimes,para h:lls,5096
631247,karen,hristeas,oakleigh south,3l67
4365245,maureen,hobg,greenacre,2190
4032419,jean,di dario,melrose park,5039
621955,michael,asnicar,bundabzrg,4670
4787146,josephine,mottage,burnside,5066
2305087,amrid,mccusker,mount gravatt,4122
3508394,lisa,thorburn,greenbank,41z4
4500395,siok,frizzo,stafford heights,40s3
1631059,geoffrey,swakes,maclean,2463
6822544,roger,chen,liverpool,217o
5479001,randi,prout,pellevue hill,2023
5788285,gwenda,wain,brovinia,46z6
250861,pina,metehr,bonbeach,3196
905178,stusan,tran,homebush west,2140
579060,dlep,waddell,floreat,6014
4716692,dawfiq,mashman,avalon,2107
2539193,gae,moahgan,seaham,2324
6793487,andrew,sheehan,seaton,5024
3588805,zharon,bayes,avoca,7213
1621291,michael,markhsm,towradgi,2518
2622602,rodney,mckenz:e,eidsvold,4627
4873085,norman,doolin,leeton,270s
4298196,dianne,ware,nowaha north,2541
5201525,kay,khoo,epping,212|
184966,gerllnde,johnson,nambucca heads,2448
5806195,jackuelin,martin,heathpool,5068
673696,rita,brewer,rockhampton,4780
4349268,michela,hainws,greenslopes,4120
1304686,robert,perkins,lindisfame,7015
2317134,susan,hutchins,nunawading,3|31
5401519,haci,coutinho,yokine,6060
1199383,jobn,bale,nymboida,2460
2858605,pamela,tibbitj,barcaldine,4725
929170,ba,hpcott,kangaroo flat,3555
5997128,noel,clarke,tanill>a bay,2319
5873247,dyanne,o'leary,bundaberg north,4670
4306726,john,kaczmarek,cremorne,2050
5660425,lorraine,st clair,newport,2101
3618964,ternece,evans,kirrawee,2232
1481754,weni,muskardin,belfiedl,2191
1662138,guy,cotter,appi,2560
3439547,robyn,bartlett,georges hall,21g8
6071837,ping,marsh,ferny grov,4055
2658901,ida,morris,queens beacg,4805
1715242,john,spoto,burwood,213q
6645277,peta,gilliga,blacksmiths,2281
3605386,graham,fleming,reservoir,3078
3323876,robert,moller,macquary fields,2564
6394168,jobn,sirianni,narrabundah,2604
978460,geoffrey,callaghan,kurri kurri,23z7
5213808,lara,michaelifes,morwell,3840
3424217,vicki,laskmi,brunswick,3056
1638446,merylene,nevvlle,highton,3216
5308407,shilrene,young,russell lea,2046
5102514,dorothyann,skara,perala,2141
3459045,zoan,molloy,narangba,4504
2706275,anne,apelt,robina,4z26
5599392,mairead,stansfield,port mqcquarie,2444
1838403,susan,papaniokolopouls,mount waverley,3149
2059397,louis,maloney,wellingtod point,4160
5066458,trevor,hore,pananiw,2213
6049447,patricia,robinson,towrad9i,2518
1611349,colleen,blum,w0ollahra,2025
6837635,aloen,wright,kununurra,6743
4812668,alan,shearing,orange,2809
3948761,david,youngmsn,smithton,7330
1959000,john,bessemer,rosevlle,2069
5137478,payl,kalansooriya,dandenong,3175
6254272,sanice,culley,dalkeith,6009
1957822,darren,karner,marion,5042
2501915,su,skipworth,mitchelton,4033
5472781,elizabet,quoc,laverton,3028
4913008,john,all,windsor gardens,5087
3866164,brendon,reed,bendley,6102
2519629,alivk,duffy,kerang,3579
5186774,gary,flanagan,benidgo,3550
1795587,joan,mercer,engasine,2233
1460749,hiyasmin,mason,robina,42z6
3269368,micbael,anderson,devonport,7310
4528637,chie,grur,north rockhampton,4701
6621887,ronald,roadnight,north sydney,2066
4499570,alice,gordon,st mqrys,7215
398923,satom,meers,baulkham hills,2153
769341,moya,atmore,wentworth falls,278z
2276500,ola,wharington,raymond ijland,3880
5243175,g:llian,callaby,mount annan,2567
6217200,debby,trainor,blakehurst,2220
2220191,jeroen,beaumont,penant hills,2120
3949673,homera,mcgrath,ballajvra,6066
6389768,jostef,agnew,bayswater,3153
6487858,joseph,walker,newstead,725o
6404453,peter,kenny,harvey,622o
1151227,geoffrey,giklingham,wandoan,4419
449896,robert,squires,holddr,2611
2046855,jennifer,howell,glenbrook,2772
2326319,ronald,esposito,moorooka,410s
5390717,valma,osborme,gnangara,6065
3181913,rupen,gerrard,gray,0830
2236788,rosaylind,czabayski,burnside,5066
451210,owen,boutlanbd,reid,2612
4484191,wililam,xie,bexley,2207
3867602,beztty,kaldy,park grove,7320
4522579,nada,warr,mitchma,3132
3376995,sharon,hatton,tuggerawong,225q
6768513,pietro,stchiller,korweinguboora,3461
5462519,philip,smith,glen irls,3146
2233296,alan,el-ariti,dandenong,3175
6766702,kevib,hillier,blackburn,3130
1665249,gunseli,stines,concer,2906
3718300,maxine,brewer,lesmurdie,6070
5617818,russell,jenkins,sheppart0n,3630
1064363,richard,laidlaw,roville,3178
325707,aidan,sarinas,townville,4810
2655822,lesle7,neylan,fullarton,5063
6461242,amanda,stricl<land,halls head,6210
1226957,katherina,rol>erts,edwardstown,5039
4933787,michael,van de skheur,burringbar,2483
391316,fioma,wilson,spotswood,3015
3428240,dimitrios,alexander,burwood,2138
5316684,kenzina,spargo,warragul,3820
6176242,michael,johnson,pacifi cpalms,2428
778604,diane,douglas,sunnybank hills,410g
5638358,peter,travaglini,ladhlain,6100
2236532,wendy,troter,clifton hill,3068
5713811,leonard,clarke,queanbeyan,262o
4737387,valerie,bel,oakleigh,3166
6243507,andrew,ignjic,pennkngton,5013
6761867,anna,broome,point lonsdale,322s
5927637,christine,evans,ashmont,2651
3785036,denise,buchanzn,newstead,4006
2523043,thomas,orfanidis,kealba,302l
744365,david,hii,west hobart,7006
4996955,jonathan,lum,purnfim,3278
3121766,jon,doult,elizabeth downs,5113
1121655,johanna,djurwjevic,thornbury,3071
592716,rodney,orrall,walkerville,5081
2671585,lindsey,zacka,grovedale,3216
2189037,sylvia,hargreavs,mount larcom,4695
1319230,maureen,fisher,croyclon hills,3136
4467146,vanessa,giovan0f,trafalgar,3824
1268286,kelly,rodwell,yarrqwonga,3730
3003953,karem,tsakiris,woodbine,2560
5457268,mirua,leexroft,andrews farm,5114
6121766,marina,provost,anderrgove,4740
941187,cathenne,cuskelly,revesby,2212
126039,patrick,davis,kingston,705l
1656317,glencla,james,reservoir,3073
4699337,hussain,mcnaiiiara,ashgrove,4060
2622050,wai,soma,standgate,4017
25366,sally,lee,cadstone,3148
2890041,patricia,bull,nort manly,2100
3044869,dorothy,doherty,ment0ne,3194
4722642,julje,rose,toowoomba,4350
5771011,ashley,hodson,eltam,3095
6283479,janet,halliwe1l,nelly bay,4819
5538693,jeanene,fitzgerald,bundoora,3085
6673950,bruce,taylor,success,616q
3922225,autrey,memon,thornbury,3071
3607630,wendy,ocrnish,copacabana,2251
2415232,maxwell,har1ow,eastwood,2122
163912,noreshkuvmar,rasmussen,berwick,3806
4791869,rel,scholes,marrickville,220q
4168031,ian,scottorn,deago,4017
3841434,paul,travors,lockleys,5032
1168849,andrew,tau,sunnybank,4109
5263908,neethi,smih,islington,2296
2482338,anne,griffiths,upper ferntree gully,3556
4203394,marry,mccudden,gympie,4570
5513046,kevin,stevn,umina,2257
1515429,da,feldman,belmont,3216
6618331,william,daniel,boojrowa,2586
2576023,william,macdonald,greenwkch,2065
4080716,rudiger,pinkus,brightoh,3186
4986977,dena,franmland,croydon,3136
2123524,rose,chan5,mount gambier,5290
876810,michael,gibson,watxson,2602
2409735,barbara,dicks,craigie,6020
2237799,tayloe,chvrch,chiswick,2046
3737690,peter,tat,bellevue hill,2023
1434212,deborah,foord,north syfney,2060
1749299,frances,dob,macleay island,4184
1746105,ruth,peut,raymond terace,2324
5600405,johri,freidman,chippendale,2008
1011787,linda,gower,engadije,2233
5378881,matthew,wselan,kuraby,4112
532101,juliw,grotherr,slacks creek,4127
5689682,robert,sleeman,dhirlmere,2572
697965,sylvie,polites,somergon park,5044
4618114,robert,pown,carnegie,3163
6348615,irene,turner,xorewell park,7320
5594288,eileen,wickberg,blackburd,3130
5574216,valja,zolnier,west perth,6005
3653328,maria,williams,moumt hutton,2290
3084293,margaret,burr,thomascown,3074
1655924,noahman,welsh,adelaide,5000
5650414,albwrt,cropp,devonport,7310
2387851,anne,winship,perwick,3806
4098650,nprm,cook,alexandra,3714
964700,scott,roqsell,taree,2430
6729589,joanne,christppher,glebe,2037
4431844,lorraine,gilian,manunda,4870
5065690,b4ian,gascoigne,rowville,3178
38281,yosh:e,reid,willmot,2770
3963468,ruth,prendice,bunbury,6230
474796,laura,laird,hoppers crossing,302g
2497529,hansa,speirs,ariah pwrk,2665
2364803,wek,jammal,toongabbie,2146
3506965,kathleen,kaye,ckayena,7270
6867378,paul,meredith,taylgrs arm,2447
4280859,patrick,tran,oecsley,4075
710763,kerri,taylder,narara,225o
4934755,donald,mac artney,kirwan,48|7
3538224,gartn,quinn,thornlie,6108
4171570,ireme,chhen,clayton south,3169
1455212,antonio,meldrum,strathfield,2115
2626784,rita,lamond,balsklava,5461
1379301,ecith,pennels,hunters hill,2110
4839936,toni,opoku-g6amfi,dandenong,3175
1340910,james,benzamin,noble park,3174
5729369,virginia,bissell,mjlton,3337
5999879,anna,lauss,pars hills,5096
2582371,jessie,wyman,revezby,2212
5023319,malcolm,brennant,booragoon,6154
4822860,robert,broadley,burwoot,3125
915584,karen,beaman,mandurah,62|0
6718593,frank,fitzge5ald,dubbo,2830
4895585,reginqld,quinn,heathcote,2233
2353665,dav:d,rayner,balwyn north,3104
621466,graham,pascoe,scarborough,4320
4547827,mario,allan,ckariong,2250
4145206,john,hannay,meltom,3337
4252879,jessie,harpley,penrit,2750
3232462,barbara,gamesu,golden grove,5125
5550969,michele,lovell,mornngton,3931
5145158,anne,bwrry,frankston,3199
3863365,bruno,morgan,werribeae,3030
5447388,richard,tamr,browns plains,4118
2600963,cathenne,cullen,wentworth falls,2782
5090108,mark,tains,irrewarra,3249
3193943,anthony,owen,forrezters beach,2260
3718731,kaye,dake,merrylands,2160
6696373,rachl,walter,heywood,3304
752888,kate,souham,wlalsend,2287
3177801,ptaricia,hurd,montrose,7010
3082755,shron,mangano,wavell heights,4012
4404680,gaye,lal,coburg,3058
4919327,kirsty,irvin3,thorneside,4158
1692705,amanda,fraswer,thirroul,2515
3386302,john,inka,maylands,6051
3441942,timothy,prinsen,revesbi,2212
4489423,ryan,potteriger,red hill,2603
5307061,cheryl,badh-burring,kendenup,6323
1510518,mei,fagan,west ohxton,2171
3095089,tanja,aahrighi,castle hill,2154
2868836,bernard,white,kec,3101
6440167,jegice,gange,kingsley,6026
310026,shryn,clarke,wollongbar,2477
1323292,david,hrvatin,netlei,5037
1998138,andrew,mccaffrey,michelton,4053
6551919,kirrilee,mcdonald,algwster,4115
5458345,mychi,petkovski,port ekmbla,2505
2472561,trish,trevena,aberfojyle park,5159
482913,mariz,boardman,wanneroo,6065
3126224,anthomy,bechara,burwood,2134
1545322,harry,olsson,kingsley,6o26
4079308,parathidevi,urem,dingley village,3172
2999072,lorraine,lancashire,albury,2643
866147,etward,fang,canterbury,3126
4567193,augusta,hart,castlemaine,345o
6583567,colleenn,abela,georges hall,2198
6254659,jan,argieri,greenjborough,3088
5830459,diane,lough,ormond,320q
6499507,stephen,mazzarimo,werribee,3030
2547344,mark,harr'ls,carine,6020
1251636,wendy,edwads,merino,3310
3751876,shirley,hooppell,highett,3196
1716348,margarete,wheeledr,georges hall,2198
6644727,le,edwards,nelson bay,2315
4426460,andrew,woltmabn,morningside,4170
2044458,malcolm,lane,parkside (ayr),4800
5226483,margret,wakelin,strathalbyn,5235
3338822,weslev,schmidt,gorokan,2263
1932561,keng,danilidis,greenvale,3049
6873112,john,kenworthy,macksvolle,2447
2174768,maria,cross,ke,3101
5072318,anthony,mkullogh,ngunnawal,2913
4916558,peter,berwick,devonpotr,7310
6526770,clyde,ryan,bentleigh east,3163
3740664,betty,sm:th,maroochydore,4558
6872792,antoin4,belperio,ottoway,5013
1438662,shirley,tennent,chatsw0od,2067
1326475,suusan,sanbrook,mangoplah,2652
4112292,leonid,chan,w0llongong,2500
3468955,philip,coddngton,merrylands,2160
1069881,kartini,hirsfhi,bundoora,3083
6177745,judit,hasler,collaroy,2097
5677710,lie5a,fallon,north hobart,7000
2295940,katrina,burrell,geuri,2831
4829967,judith,clohesy,golden square,3515
4187186,stephen,turrier,geraldton,6530
3647922,gillian,tiley-evans,bentoey,6102
5639414,esad,tookood,balwyn north,3104
3308207,adele,walsth,two rocks,6037
1591391,pa7l,ly,deer park,3023
5858649,rom,bell,busselton,6280
1879568,geoffrey,montagner,pearce,26o7
3684998,christoher,guy,albury,2640
2702749,shahida,cox,the vines,6089
1990569,colleen,moss,devontort,7310
6610986,bruno,chriwtofis,carindale,4152
5086383,adryan,miller,old beach,7017
3512779,inria,micallef,st albans,3021
4280327,lawrence,barsclay,torrumbarry,3562
2014788,david,rowe,crows nst,2065
5978880,philip,giled,stawell,3380
4946749,ann,mcclout,york,6302
4702873,john,zpiers,coburg,3058
6255991,ian,sheridan,forestvlle,2087
6414216,chri,fitzgerald,tarragindi,4121
3969716,shirley,kilbourne,mermaid beach,42l8
1250291,ronald,morphedt,mount beauty,3699
931285,georgd,henry,sandgate,4017
5421413,cameron,dillon,dromana,3q36
204962,josip,barckachi,brunswick,3056
3457434,gretel,lam,toongabbie,21q6
5117698,fredenck,brook,hampton park,3976
2060905,lisa,hutchins,natham,4111
6255658,bronwyn,hadi,ingleburn,256s
3894317,karen,rowam,hornsby,2077
5612369,rhona,birch,lisraow,2250
69246,antonio,kerswill,wungojg,6112
6411151,john,finnigan,blakehusrt,2221
2573122,gregory,jones,birchgroye,2041
5028091,lucia,brooks,south johnstone,485q
893650,maahlene,kingsley,kelso,4815
4275041,robert,newman,deniliquin,2740
1453441,william,madon,emu plains,2750
2639826,pete5,tirdabjaja,fairfield,2165
2151879,johanna,udy,uraidla,5140
2337442,norna,lonergan,augathella,4477
275028,errol,but5,caulfield north,3161
5268467,viona,dalla costa,windsor,2756
722119,todor,mu|lett,devonport,7310
6766975,keren,arrowsmith,shailer park,4126
1899239,francis,reed,inverell,2310
1940422,judith,gollssch,wagga wagga,2650
3848468,kennetzh,mcdougall,airds,2560
2843473,rie,lister,l:ttle grove,6330
6670822,george,laos,eltham,309s
4571162,micbael,snell,balgowlah,2093
3585905,michael,murray,hamilt0n,2303
1932273,robert,devinze,umina,2257
5580304,katla,young,zillmere,4034
650456,john,donnelly,farleigh,474|
1176666,eleria,aguero,kardinya,6163
4899518,george,hung,prejton,3072
1813030,patricia,rirdyk,bayonet head,6330
6342383,john,malaty,west wollongong,2500
3059506,melissa,porviri,lindfield,2070
6212875,anna,war,mackay north,4740
5230233,colin,taylor,galston,2158
6192458,margaret,mogg,katoomba,278o
3858854,catherine,christensen,iverae,4680
997958,beverly,pullin,corlette,2915
2681901,john,evans,wodojga,3690
2456005,siuhing,br:ggs,gympie,4570
6101131,dejmond,fischer,nerang,4211
2995217,william,di staso,box hilln orth,3129
4159199,evelen,caruso,greenwood,6024
4998527,carolyn,beaha,greystanes,2145
4863000,wayn,hodge,logan reserve,4133
1032271,christine,mcmillan,alice springs,087o
510271,emitly,mansa,wellard,6170
1472991,joh,christensen,dora creek,2264
575736,pau1,french,tuart hill,6060
6497155,margaret,wales,elijabeth park,5113
5550571,ckerry,tong,hurstville,2220
3792167,michelle,basarahowicz,reserv0ir,3073
2133186,michellr,watson,gooloogong,2805
5226925,vasant,caruwna,seaforth,2092
74652,ludmila,olsen,nol|amara,6061
5000682,peter,rowe,ringwood eaht,3135
2757274,bronwyri,bokhove,albury north,2640
4253431,cindy,fo,loganlea,4131
4562659,brian,br0wn,carrum downs,3201
2862091,richard,greenland,woollahra,2055
1911257,keith,lauren5,reservoir,3073
5334498,bradley,kaye-ivitu,boonclall,4034
4918596,joan,veritra,merrylands west,2160
4204543,sonathan,francis,maryland,2287
2078607,maureen,lochert,dry creek,50q4
6323094,patrcik,graham,box hill north,3129
5060468,olga,askell,hallett cove,51s8
2345622,kenneth,beazley,lake alpert,2650
6324080,marie,crowther,belgrave heights,316o
691377,sarah,lowden,malenv,4552
5528136,mei,stewart-kennetb,maningrida,0822
3747473,kerrie,davies,warrimoo,277q
228547,russrll,lothian,bracken ridge,4017
1013812,noelle,evanj,port macquarie,2444
345738,alison,phlean,ashmore,4214
3208626,jhn,anderson,greensborough,3088
4053873,wendy,birch,prahran,3184
2835583,kathleen,holloway,lithgow,2792
4930962,norina,moody,bensyille,2251
2480302,susanb,redgate,bundamba,4304
5849309,luisa,bould,pakenhm,3810
2321170,kenneth,xowdhury,maroubra,2035
5366657,ver,reid,south yarra,3141
3041705,sang,cz:nner,avalon,2107
4801333,sandra,woods,quakers hill,2768
2208322,glenn,christesn,new farm,4005
2131321,aileeri,zheng,lidcombe,2141
2796743,shirley,flanagan,ashmony,2650
3105477,marie,miwtzke,belfield,2191
3979150,fiona,green,tingapla,4173
87649,alan,patle,cannington,6107
3627155,debra,marlow,mount gambier,529o
6847029,edgar,brodbeck,new lambton,230s
1781712,gwendoline,wisger,semaphore park,5019
6750013,nichola5,hyde,mayfield,2304
6718891,samuel,newel1,wallan,3756
1554660,hua,reidy,porstea,3944
1684051,toni,roberts,beenleie,4207
88918,ian,maddison,mount crosby,4376
3608303,maria,william,minto,2s66
3013053,leslie,church,wudy point,4019
2880697,mar'la,shepherd,morpeth,2321
6833016,paula,paatstch,clayfield,4011
