recid,givenname,surname,suburb,pc
4067338,helen,payne,jannali,2226
6164505,john,teale,port macquarie,2444
4329499,george,thompson,moonah,7009
2363432,kenneth,jones,eimeo,4740
4137,rhonda,twilley,morphett vale,5162
1183801,gregory,peters,gosnells,6110
397378,david,wellington,port broughton,5522
4722759,orbay,eichorn,yamba,2464
659529,kylie,hang,kew,3101
4198486,amelia,gunawan,upper burringbar,2483
4984923,joan,slade,shoalwater,6169
5378144,paul,nelson,carrum downs,3201
3149925,georgina,westover,flagstaff hill,5159
4591725,kathleen,catanzariti,virginia,5120
3281010,nicolina,newton,blair athol,5084
1052787,russell,fisher,narre warren south,3805
1446011,flora,chomley,south yarra,3141
1052796,gerald,pearce,whyalla,5600
2363521,samuel,thomas,frankston,3199
4591756,eileen,ellis,mandurah,6210
6295693,ivan,johnson,wangaratta,3677
397455,ali,draper,manjimup,6258
4722834,caroline,donaldson,hillwood,7252
1839252,dianne,everett,campbelltown,5074
266396,patrick,haywood,warwick,4370
6164645,roy,hayhurst,bundaberg,4670
3543208,leslie,glynn,dulwich hill,2203
3412139,john,rudduck,laidley,4341
5902523,joanne,flaherty,norwood,7250
3281084,christopher,owttrim,berwick,3806
5509311,paul,hersiaden,heidelberg west,3081
528584,errol,mack,cabramatta,2166
2494684,janice,mcmenamin,griffith,2603
6033629,judith,hunt,queanbeyan,2620
4319,gabrielle,kealy,bringalbert,3319
6426849,allan,russell,tanunda,5352
1027451,adam,doyle,bundaberg,4670
4460773,linda,sadler,tennyson,2754
1970406,raisa,dore,roselands,2196
6820078,barbara,hindson,homebush west,2140
1577203,ruby,fritchley,carrum downs,3201
6033652,carole,nonnenmacher,manildra,2865
5116154,robyn,elliot,camp hill,4152
3019005,fiona,buchanan,blacksmiths,2281
1577214,paul,kesby,miranda,2228
4329729,kenichi,byrne,clifton,4361
3805443,ann,waldon,chelsea heights,3196
6295813,judith,barber,pipers river,7252
1970438,fiona,zhang,downer,2602
4329736,bruce,dickson,sandstone point,4511
1052940,margaret,harper,corinda,4075
4591891,ray,piaran,murringo,2586
5378324,michael,fillis,somerville,3912
4591903,dorothy,mifsud,sunshine,3020
284722,van,antonik,carina,4152
2494769,dianne,rhodes,lansvale,2166
1446194,sally,cook,greenmount,6056
6164787,nghia,andrews,merrigum,3618
3805494,ferenc,taylor,childers,4660
5811593,john,gee,belmont,3216
2887992,leonard,george,merrylands,2160
5640505,kenneth,urquhart,redfern,2016
3674427,allen,mcmurtie,warwick,4370
2185269,michelle,fraumano,mulgrave,3170
3019080,michael,holland,maroubra,2035
5116236,ying,bowmer,raceview,4305
2232664,anand,snell,nowra,2541
4067675,elizabeth,dawson,ellenbrook,6069
1708380,adnan,robinson,freshwater,4870
659807,joanne,selby,innes park,4670
2363749,maureen,di tomasso,oakleigh,3166
2888043,david,simunic,dandenong,3175
266605,can,gent,rosebud,3939
3936626,john,stemp,shelley,6148
6820230,paul,edwards,deniliquin,2710
4063980,laura,pennington,ambarvale,2560
1184139,johann,nicholls,ballarat,3350
6689167,gianna,arnold,euroa,3666
4723123,william,varvari,moranbah,4744
3412409,cameron,richardson,unanderra,2526
5771717,ahmad,barr,campbelltown,2560
4592070,stephanie,eldridge,paradise,5075
2232777,trevor,sin,melbourne,3000
2757072,angela,fox,hastings,3915
3019226,karen,precious,moora,6510
5247456,gregory,skelton,berkeley vale,2261
4461025,shinya,deller,victor harbor,5211
659953,george,o'hehir,maffra,3860
2101756,amanda,tonner,mortlake,2137
922109,joan,ashman,slacks creek,4127
1970689,juhani,howe,palm beach,4221
6820357,richard,tuttleby,airport west,3042
4067857,melvyn,sparkes,gaven,4211
1577492,joan,roberts,boosey,3730
1315364,matthew,wilkins,riverwood,2210
4067883,edmond,mcguigan,doncaster,3108
5509684,elaine,gaffney,ivanhoe,3079
175542,sam,boddy,umina,2257
3674694,christine,ruse,salamander bay,2317
6689352,bernadette,giovenco,long jetty,2261
4461133,june,santos,north haven,5018
6427229,mark,payne,warners bay,2282
4461153,matthew,prendergast,reservoir,3073
3412588,patricia,dillion,greenwood,6024
1573651,jane,poore,macarthur,2904
6165110,robyn,evans,glenhaven,2156
2101880,craig,littler,baan baa,2390
6820480,louisa,boyle,curl curl,2096
135820,john,withers,jindalee,4074
6558353,john,smedts,the narrows,0820
6034067,louise,burke,mudgee,2850
6034077,betty,wheatley,wagga wagga,2650
266913,beverley,senova,box hill south,3128
3932955,william,boys,merriwa,2329
4199081,william,evans,canley vale,2166
3674795,margaret,russell,egg lagoon,7256
5903023,patricia,davis,alexandra hills,4161
4461239,carol,pettit,queanbeyan,2620
3281593,robert,brett,elsternwick,3185
266938,timothy,mackay,cobar,2835
6165179,judith,browne,wanneroo,6065
2233025,john,elias,randwick,2031
4461250,toni,mackie,panorama,5041
5509827,susan,magick,ingleburn,2565
5509834,joy,speight,dingo creek,2429
1446606,blair,clancy,lavington,2641
6034133,john,gerardis,angle vale,5117
5247703,alexander,matthews,preston,3072
6296280,scott,bruce,dennington,3280
4068064,christine,mumme,brighton north,3186
3019490,ronald,coventry,para hills,5096
3543780,pearl,schmidt,ballarat,3350
529130,mark,cleverly,south guildford,6055
3543788,jia,harvey,salamander bay,2317
6558458,marilyn,cherry,mayfield,2304
1184511,gregory,wakeling,summerhill,7250
4985602,carolyn,slatyer,balgowlah,2093
2757382,andrew,francis,peak hill,2869
267015,tonia,gavran,north ryde,2113
1184523,stephen,stadler,mount compass,5210
4461324,may,kimpton,lakes entrance,3909
4878,rodd,hampton,orange,2800
5378832,sheila,kuzmanovski,donvale,3111
1708834,duane,ingwersen,altona,3018
3412773,mary,askew,keiraville,2500
5247785,linda,tilley,proserpine,4800
3364999,ian,dempsey,bendigo,3550
4854572,garry,tsoukas,mount waverley,3149
6427437,hwi,roe,reynella,5161
3412790,shane,reeves,acacia ridge,4110
2626363,sheena,mills,leumeah,2560
5247804,yun,menzies,bracken ridge,4017
922433,raechelle,webb,burpengary,4505
2888519,lindsay,clarke,como,6152
1446731,jennifer,kibby,fairfield heights,2165
2364236,christopher,burleigh,marsfield,2122
3281742,antonio,bartlett,beaconsfield,3807
5116751,emmanuel,falkenberg,red cliffs,3496
3019600,rosanna,russell,flagstaff hill,5159
6034258,diana,bristol,beaconsfield upper,3808
3543891,peter,barber,manly,2095
4330324,li,orchard,daisy hill,4127
1315675,alison,costigan,marmion,6020
6296413,julie,armstrong,redan,3350
398176,daniel,rigter,langwarrin,3910
1053537,marie,burrells,bowral,2576
2495332,william,gilder,gosford east,2250
1446758,dennis,jefferies,murchison,3610
5247854,margaret,gray,dee why,2099
3150708,craig,graham,caves beach,2281
1971061,ronald,sims,surrey hills,3127
267135,ian,meredith,baulkham hills,2153
5641089,robert,harvey,bellerive,7018
791437,irena,bagnall,booval,4304
4461464,wayne,kington,gin gin,4671
3675034,alan,soodeen,yagoona,2199
660383,bette,ryan,bargara,4670
4592565,christina,toon,prospect,7250
5510074,warren,dent,hope valley,5090
6034365,josephine,moseling,kingaroy,4610
1971135,peng,white,ballarat,3350
6689732,braham,banyard,floreat,6014
4582915,neil,wooden,tolland,2650
5772252,mary,thia,wantirna,3152
6296543,alan,ritson,oatley,2223
3806178,andrew,crawford,capalaba,4157
3937265,korryne,de arman,salamander bay,2317
398327,david,tran,berala,2141
5772282,melita,rossoukas,fairfield,3078
6820864,margaret,ribarich,tootgarook,3941
4461574,dung,keaton,armidale,2350
2757651,darren,galloway,eagle heights,4271
4461597,marnie,fisher,wattle grove,6107
267309,russell,dawkins,gawler river,5118
5903407,jessica,gobbo,horsley park,2164
4723760,konstandina,tonkin,albany,6330
1709117,adam,sureda,daylesford,3460
2102335,judith,tapper,woollahra,2025
398400,michael,mace,adamstown heights,2289
1971269,peter,blair,hunters hill,2110
2888774,julie,mcsweeney,auburn,2144
2360162,shirley,krasniqi,surfers paradise,4217
1709136,robert,newell,port victoria,5573
6034515,helen,herron,matraville,2036
4199533,francis,docksey,railway estate,4810
3675247,janet,mezzacappa,thomastown,3074
6034544,craig,lampard,mount gambier,5290
1971313,peter,logan,holland park,4121
6296690,nageswari,mcminn,toowoomba,4350
2626689,khaled,fleming,balga,6061
2102402,linda,tisdall,chifley,2036
660623,sharon,bleasdale,hackham,5163
1901425,cherie,brooks,bullioh,3700
3282091,terence,zietsch,lake munmorah,2259
5379245,vicki,campbell,bellevue hill,2023
3675312,zdzislaw,svennimgsen,bedford,6052
3413169,mary,platen,pyrmont,2009
922803,beryl,davis,meadow springs,6210
4854969,anita,bell,manly west,4179
4986064,edward,o'sullivan,blackwater,4717
5641427,edward,tran,green valley,2168
3544277,achira,massey,hallett cove,5158
5117150,susan,hamill,greenwich,2065
5117151,svetlana,nance,mermaid waters,4218
136417,donna,wadsworth,mitcham,3132
4723938,milka,jaremijak,ardeer,3022
983931,irene,fairhurst,tranmere,7018
3386919,samantha,buckett,heathmont,3135
3675374,agus,whitefield,thirroul,2515
3413235,jennifer,henderson,nambour,4560
5772536,victoriano,sorgiovanni,busselton west,6280
4068611,carmen,bergamasco,modbury heights,5092
3544331,catherine,hingston,hadspen,7290
4986126,marco,whitehall,cherrybrook,2126
2888975,john,peachey,kambah,2902
4461842,raffaella,larsen,south yarra,3141
1447191,mei,katt,flinders view,4305
5248281,frank,gorrell,stirling,2611
2888986,sarah,fillbrook,denistone,2114
5615152,colin,tzaros,fawkner,3060
2364714,trevor,king,woodcroft,5162
3937591,benay,duck,east maitland,2323
1027636,roslyn,defazio,coburg,3058
6034753,mario,walker,ashfield,2131
6559045,joanne,furst,umina,2257
6821201,john,meyer,henty,2658
4199767,jacqueline,derrick,bell,4408
2102644,kevin,kingdom,bentleigh east,3165
4724085,marras,kelly,campbelltown,2560
660859,meryl,payne,holmesville,2286
791935,peter,mcdonald,rutherford,2320
5772678,douglas,jordon,wangaratta,3677
1447303,sharon,grayden,cowes,3922
923016,elsia,stojanovic,south yarra,3141
2425751,ailsa,roach,fremantle,6160
136588,geoffrey,chamberlain,brinkworth,5464
3675533,andrea,nadfalusi,jesmond,2299
3544467,elsie,white,glenalta,5052
3806633,marina,roberts,kyogle,2474
4199852,maria,alchin,stephens,4227
6034863,lynne,wolf-clark,clayton south,3169
5552,olive,rio,springvale,3171
2758071,pamela,chapman,st kilda,3182
4068798,susan,filippakis,nelson bay,2315
6821313,karen,quinn,toowoomba,4350
3151301,chris,kelim,campsie,2194
1840588,aileen,woodward,nerang,4211
923085,phillip,stevenson,ashgrove,4060
6034899,june,szkawro,hamlyn heights,3215
5695885,bee,rodda,altona north,3025
6821340,ornella,simmons,padstow,2211
1054182,isobella,mitchell,macgregor,2615
6297077,michael,hefferman,rooty hill,2766
4593154,soon,edmondson,nedlands,6009
5903895,josip,melzer,elizabeth bay,2011
3675672,tania,stirling,zillmere,4034
2364954,michael,lopes,birkdale,4159
5510683,john,huth,cremorne,2090
136756,glenda,wilson,lynwood,6147
2758198,david,gray,loganlea,4131
792121,leanne,nicol,marrickville,2204
1185344,michael,siua,dutton park,4102
267846,allan,metcalfe,sanctuary point,2540
1447500,eric,stefanelli,fairy meadow,2519
398929,geoffrey,adcock,toowoomba,4350
5248601,peter,o'dea,albion park rail,2527
6166106,wendy,mcmahon,nightcliff,0810
1971806,con,pearton,moonah west,7009
2365026,dennis,williams,murrumbateman,2582
1316453,lisa,granko,lane cove,2066
4462183,david,peach,mackay,4740
2102895,michelle,stafford,southern cross,6426
2102898,kirsten,bell,horsham,3400
530037,steven,baldwin,emerald,3782
5641846,marica,kuchlmayr,black mountain,2365
1709687,tien,cooper,warner,4500
2365050,audrey,bouchier,clifton hill,3068
2365061,jason,yardemian,artarmon,2064
3675785,gillian,brewster-webb,forest lake,4078
5510808,nina,bakker,scarborough,6019
792225,elizabeth,oakman,tannum sands,4680
4593314,kerrieann,pollard,kanimbla,4870
3413672,mabel,hicks,eaglehawk,3556
1054381,robert,gauci,berkeley,2506
3937968,lois,van woudenberg,penshurst,2222
2102961,ian,bui,marrickville,2204
792245,peter,milano,boonah,4310
6166198,carmel,cooper,mundingburra,4812
2234057,christopher,hawking,rushworth,3612
3212237,jennifer,pritchard,lucknow,2800
4724440,jerry,webb,bentleigh east,3165
4331226,kieran,matthews,warradale,5046
5904093,john,michelin,botany,2019
5117665,steven,jewell,stafford,4053
2365154,rebecca,daly,monash,2904
4986605,sharon,sheehan,ararat,3377
1971956,pere,anderson,vermont,3133
1709816,maud,lewis,nedlands,6009
4069121,david,goodwin,boosey,3730
1447686,georgina,diffey,moyhu,3732
2103052,antonia,wright,montmorency,3094
3020557,sharyn,nelson,armidale,2350
4855576,michelle,vincent,cronulla,2230
4331292,leilani,smit,dee why,2099
4593446,cheryl,brighton,mayfield,2304
2103085,joan,akacha,bankstown,2200
1709874,graham,stewart,port augusta west,5700
3151672,ross,lewis,ridgehaven,5097
2627385,stephen,dobson,tanilba bay,2319
5462325,nicki,tanner,randwick,2031
5248837,margaret,hemming,wahroonga,2076
912383,suzanne,wilhelm,embleton,6062
1709901,irene,price,wonthaggi,3995
3544910,ian,midolo,st kilda east,3183
4200273,corolie,colantoni,grove,7109
1709910,donald,blackman,poowong,3988
1972059,ivan,burrows,ocean reef,6027
923489,carly,cahill,hunters hill,2110
1841004,hao,bottrell,bell park,3215
661359,robert,bateman,mosman,2088
5773180,joanna,laws,orange,2800
6428544,maria,palmer,pyrmont,2009
3676033,klaus,batch,edge hill,4870
4986755,jeanette,hasted,winton,4735
268173,karen,lonergan,carlton,7173
923534,diane,jame,medowie,2318
1578898,stephen,hogg,buttaba,2283
5773207,bruce,homewood,tamworth,2340
6428572,douglas,nguyen,south lake,6164
5904286,james,moore,inglewood,4387
1578911,greig,fletcher,kiama downs,2533
1841059,mandy,douch,bermagui,2546
1447844,christopher,eastwood,west pennant hills,2125
3938229,robert,kyougaz,st albans,3021
6690750,pamela,fitzgerald,salisbury north,5108
5773248,kenneth,lance,southport,4215
1578945,peter,burton,manly,2095
792521,megan,shelswell,roma,4455
5248971,pauline,paine,belmont,3216
2889680,kevin,kilrain,manjimup,6258
4462545,brett,reddie,wagga wagga,2650
1447895,frank,sandhu,clarinda,3169
4593628,alan,hetherington,yengarie,4650
1617574,craig,lauritz,heidelberg,3084
2627566,maria,ashton,traralgon,3844
3545071,jimei,davidson,toukley,2263
663611,antonino,meldrum,taree,2430
2234356,vicki,willett,pomona,4568
530424,ivan,tutty,heathpool,5068
5904383,stephen,penn,manningham,5086
5904389,bruce,steele,springwood,2777
6157,maureen,rothnie,ascot vale,3032
2627602,hee,breen,richmond,3121
3807252,zara,smart,greystanes,2145
661528,gregory,tortosa,moonee ponds,3039
268322,rupa,illovsky,coogee,2034
530469,hom,micallef,sarina,4737
2234406,shirley,trembath,griffith,2680
1185837,robert,smith,warragul,3820
4331566,janice,rimmer,mangerton,2500
268341,peter,maver,northampton,6535
1579068,john,telfer,nerang,4211
3938379,bo,pittaway,salisbury north,5108
661580,peter,hayes,kenwick,6107
5773405,jillian,brown,cloverdale,6105
6428766,wayne,o'rielly,bendigo,3550
1136997,mark,grenda,wheelers hill,3150
2365538,scott,barry,lakes entrance,3909
1972323,louis,macri,casula,2170
2889833,maria,sherlock,epping,3076
6559851,cathryn,pratt,blyth,5462
6559859,anne,kelly,herston,4006
3020930,philip,smith,south yunderup,6208
4593797,al,kopp,colac,3250
4462727,gregory,elgin,tocumwal,2714
1628175,trevor,el-kazzi,guildford,2161
5642377,david,klopsteins,kelso,2795
2889869,thoa,sheather,tamworth,2340
5511323,philip,poppett,coolum beach,4573
2365605,allan,dutschke,magill,5072
792742,giuseppe,anderson,kew east,3102
6035627,martin,peters,glenmore park,2745
2889918,karon,carroll,o'connor,2602
4593856,beverly,johnson,lake cargelligo,2672
3414216,yeugeni,corti,fulham,5024
3414221,desmond,holt,banksia beach,4507
2644344,stacey,hunt,felixstow,5070
2103515,rino,woodward,taree,2430
3938526,lenore,claire,lurnea,2170
1054943,zelalem,morrison,penrith south,2750
5259459,yiuming,bailey,mudgee,2850
5642476,jane,barr,mount nelson,7007
4069613,mariane,larkin,tolga,4882
4987126,noel,wilkie,westfield,6111
661755,derek,talbot,seaforth,4741
4069630,lucille,troman,rocherlea,7248
2365698,rosalie,philippe,ipswich,4305
1579267,pamela,baker,dorrington,4060
4462855,thomas,pritchard,slacks creek,4127
6409,warwick,goodman,dee why,2099
792842,jillian,smith,malvern east,3148
3152142,thomas,gervasoni,wangaratta,3677
661775,daryl,kacev,wallsend,2287
5511441,leigh,hamdam,toongabbie,2146
5724547,susan,gaffey,wagga wagga,2650
1186074,debra,walters,nubeena,7184
6691100,maria,howell,dandenong north,3175
1186089,deidre,alexander,blackburn,3130
241373,giuseppe,tariga,erskine park,2759
5380414,jillian,brown,toronto,2283
137540,valerie,caruso,east cannington,6107
3152205,john,dawson,south melbourne,3205
4828899,alexander,flynn,buderim,4556
4069721,irina,hodgson,bonnet bay,2226
6691165,samuel,castillon,smithfield,2164
661858,amanda,white,eleebana,2282
6822246,maria,smith,campsie,2194
924013,vivienne,cliffe,kingsford,2032
1055087,carmen,rowe,bowen,4805
792948,michael,robinson,bondi,2026
1972598,stephen,falconar,burleigh heads,4220
3807607,melita,wilkinson,port vincent,5581
4462984,neil,lualhati,doonside,2767
3807626,marien,rama,rosemeadow,2560
2234765,cheryl,playfair,earlwood,2206
4594062,kylie,mccann,glen waverley,3150
2731757,diane,lee,port macquarie,2444
2890130,kyong,johnson,clovelly,2031
924056,paul,bunyan,tregear,2770
3283355,carrie,quach,noble park,3174
6556,john,rowe,niddrie,3042
137631,linda,wallace,south hedland,6722
1579426,glenda,matsuyama,toorak,3142
1579427,kornelia,chandler,barrack heights,2528
2365862,richard,parkinson,peppermint grove,6011
6691239,lorna,foley,bentleigh,3204
793002,janet,lindeman,waratah,2298
4463024,james,hingston,youngtown,7249
2234802,joanne,meyer,st albans,3021
6663923,merle,wiltshire,dundee beach,0840
6822326,scott,lougoon,edge hill,4870
3283386,kien,georgiou,richmond,3121
1268127,rodney,jackman,minnamurra,2533
4594110,margaret,read,leabrook,5068
288278,daryl,shannon,rydal,2790
3545556,harold,mclay,para hills,5096
2840998,andrew,yu,doncaster east,3109
4463081,christie,atkins,horsham,3400
4594156,eric,jobe,hampton park,3976
6445480,audrey,thomas,holland park,4121
5642744,kyung,rogers,brighton,4017
5380614,beverley,pike,narellan,2567
4725262,trent,reid,beverley,6304
1579541,peter,johnston,beaconsfield,2014
6429206,yolande,unicomb,bondi junction,2022
2759199,helen,tran,springvale,3171
1071536,alfred,nicoll,carlton,2218
4200994,li,mcdonald,bexley,2207
1055269,jean,theobald,ferntree gully,3156
6691368,carlo,anderson,killarney heights,2087
1841715,tracy,goddard,tuggerawong,2259
2759220,kathie,tomlinson,elizabeth east,5112
